ID,long_term_credit_card_opening_propensity_score,creditworthiness_score,spend_potential,number_of_credit_cards,short_term_credit_card_opening_propensity_score,long_term_credit_card_cancellation_propensity_score,credit_card_utilization_score,number_of_attempts_to_open_credit_cards,history_at_credit_bureau,total_limit_across_credit_cards,contact_history_score,Balance Transfer Propensity Score,targeted_product,Customer Lifetime Value
15704,6.1,9285.7,0.3,66,0,0,8,16,25,350,0,14,E,1844
15705,27.3,9688.3,,396,9.1,5.2,4,24,36,875,0,69,E,690
15706,42.4,9701.3,26.6,462,6.1,0,8,48,24,2100,330,53,E,2286
15707,6.1,9415.6,1.4,66,3,0,4,20,23,300,0,31,E,260
15708,18.2,8753.2,1.1,198,6.1,0,4,20,40,325,165,94,E,1522
15709,12.1,9558.4,1.5,198,3,0,8,28,26,900,345,98,E,2168
15710,9.1,9597.4,1.3,132,6.1,0,9,4,35,1625,315,15,E,3175
15711,6.1,8584.4,6.3,99,3,18.2,16,4,45,2050,375,70,D,1524
15712,6.1,9233.8,3.7,99,0,0,6,4,35,750,60,21,E,2040
15713,6.1,10597.4,0,66,0,13,9,8,48,6250,45,20,A,6273
15714,12.1,9597.4,,198,0,0,12,4,26,2300,0,61,E,1486
15715,12.1,9818.2,1.6,132,9.1,0,3,12,23,850,285,35,E,2666
15716,18.2,8558.4,3.9,198,0,1.3,9,104,30,300,0,29,C,561
15717,12.1,9935.1,1.9,231,3,1.3,5,12,37,875,120,56,E,1382
15718,21.2,8740.3,1.5,231,9.1,0,5,16,28,325,15,59,C,667
15719,0,8831.2,0.8,33,0,1.3,,32,28,200,0,79,E,1061
15720,3,8948.1,,33,3,0,17,12,22,550,0,73,D,592
15721,6.1,9246.8,0,66,6.1,0,3,12,22,250,45,40,B,1951
15722,6.1,9753.2,6.1,66,3,6.5,1,20,33,700,150,28,E,2445
15723,27.3,9376.6,12.4,297,0,10.4,5,0,49,1400,510,78,E,2078
15724,15.2,9662.3,2.5,165,3,0,6,24,24,1750,210,53,E,1109
15725,3,9272.7,0,33,3,0,3,4,21,125,0,20,C,290
15726,0,10363.6,29.5,66,0,2.6,3,0,34,5825,300,71,B,8823
15727,12.1,8272.7,,198,6.1,3.9,3,44,38,425,0,68,C,268
15728,3,9181.8,0.2,33,3,0,9,28,43,125,135,85,C,705
15729,27.3,8584.4,1.7,198,0,5.2,9,16,28,550,0,84,C,710
15730,9.1,9532.5,3.5,66,3,0,5,12,24,825,30,28,C,1168
15731,6.1,9558.4,8.2,165,6.1,1.3,8,36,37,600,270,92,E,3217
15732,0,10727.3,2.1,99,0,5.2,4,0,46,5025,60,74,A,6321
15733,21.2,9558.4,1.9,264,15.2,0,6,24,26,800,15,15,E,271
15734,21.2,8558.4,1.2,297,0,0,17,0,31,275,0,40,D,722
15735,3,8896.1,0.2,33,0,1.3,2,8,29,725,0,83,E,1054
15736,15.2,8896.1,5.1,165,0,0,11,52,24,775,75,87,E,1792
15737,3,9039,1.2,66,3,0,2,24,29,450,0,95,C,820
15738,9.1,8727.3,1.4,132,0,0,9,36,41,200,30,73,C,642
15739,24.2,8896.1,1,198,3,3.9,6,40,33,325,225,49,E,899
15740,9.1,9168.8,3,99,3,0,9,16,23,500,195,73,E,2008
15741,9.1,8675.3,0.3,99,3,0,11,36,23,125,0,41,C,396
15742,6.1,9039,2.9,198,6.1,0,9,28,33,925,15,87,E,749
15743,6.1,8909.1,0,66,3,0,16,32,42,575,45,51,D,1374
15744,6.1,8623.4,1,66,6.1,0,2,32,29,300,0,27,C,743
15745,9.1,8922.1,3.9,99,3,3.9,11,68,31,800,150,42,C,731
15746,12.1,9766.2,1.5,198,0,6.5,3,20,49,5425,15,6,B,6742
15747,6.1,9026,0.3,66,3,0,7,40,22,400,0,41,E,1686
15748,9.1,10389.6,1.2,99,0,15.6,5,40,37,1225,30,89,E,1407
15749,15.2,9350.6,7.8,132,3,15.6,8,24,38,825,90,97,E,4708
15750,6.1,8454.5,1.7,99,6.1,1.3,9,8,33,1275,165,10,B,2716
15751,15.2,9051.9,24.7,198,3,5.2,8,24,31,6425,240,36,B,5637
15752,0,9649.4,0.6,33,0,0,2,0,32,2250,0,54,E,1217
15753,3,9376.6,2.4,33,0,1.3,6,16,35,500,45,79,C,2149
15754,9.1,8311.7,0.5,99,9.1,0,3,52,23,100,0,52,C,419
15755,3,8857.1,,33,3,0,9,8,21,125,0,18,B,3007
15756,15.2,9233.8,0.9,165,12.1,0,8,64,23,725,135,47,E,1243
15757,27.3,10558.4,4.9,99,3,16.9,0,0,40,800,45,23,D,-109
15758,21.2,9220.8,5.8,264,3,0,10,12,32,1525,525,25,E,2281
15759,9.1,9584.4,3.7,165,6.1,0,3,20,31,400,0,10,E,1994
15760,21.2,10298.7,4.5,363,3,10.4,0,8,42,1700,60,62,E,663
15761,9.1,8805.2,1.5,198,6.1,0,11,4,30,525,0,99,D,1357
15762,12.1,9493.5,4.3,165,6.1,0,5,8,25,1375,135,71,E,643
15763,6.1,10389.6,2.8,66,0,2.6,5,0,44,375,0,80,E,1198
15764,21.2,10142.9,0.7,297,3,0,2,12,30,625,150,87,E,1781
15765,9.1,9272.7,1.3,66,3,1.3,3,48,23,1025,270,13,E,1296
15766,9.1,9207.8,2.8,99,3,0,4,24,22,925,345,86,A,4797
15767,6.1,9181.8,0.1,66,3,0,4,12,22,400,75,29,E,1170
15768,6.1,8532.5,0.8,66,3,0,2,20,23,250,0,50,C,468
15769,6.1,9363.6,,33,3,1.3,,0,23,50,30,47,B,2111
15770,3,9584.4,0.2,33,3,0,2,28,22,125,15,18,E,959
15771,9.1,9402.6,0.5,99,6.1,0,4,16,22,550,165,70,E,1606
15772,3,8948.1,,33,0,0,,28,33,500,60,86,E,1052
15773,6.1,9402.6,3.4,165,0,0,9,4,31,2300,300,87,E,1815
15774,9.1,9857.1,15,297,3,0,4,16,31,2450,255,80,E,1349
15775,6.1,9026,0.4,66,3,0,9,8,24,125,0,5,E,1675
15776,6.1,8844.2,0.1,66,6.1,0,7,12,46,125,60,83,C,769
15777,6.1,9662.3,1.3,66,3,0,5,4,26,1375,225,5,E,1484
15778,6.1,9077.9,0.2,66,3,0,2,20,29,225,0,49,E,934
15779,9.1,9259.7,1.6,132,0,7.8,,28,32,300,15,20,C,910
15780,3,8194.8,0.6,33,3,0,12,24,23,125,0,18,C,309
15781,12.1,8805.2,1.4,132,6.1,0,3,36,41,325,0,53,E,759
15782,21.2,9363.6,11,330,0,1.3,7,24,43,1775,645,1,E,1866
15783,18.2,9194.8,6.4,264,6.1,0,7,28,26,1375,60,16,E,927
15784,3,9740.3,3.4,66,0,1.3,7,16,32,750,15,3,E,1688
15785,6.1,9415.6,1.9,66,3,0,3,12,54,1250,0,1,E,2006
15786,9.1,9272.7,1.1,99,6.1,0,8,36,23,550,0,54,E,1081
15787,6.1,9675.3,0.9,99,3,2.6,3,28,35,1625,30,4,E,1846
15788,15.2,9831.2,,165,0,1.3,7,0,26,575,0,5,E,1014
15789,3,9558.4,0.7,33,3,0,4,8,22,750,60,91,E,1220
15790,6.1,9688.3,0.1,66,3,0,3,32,28,875,90,68,E,507
15791,15.2,9428.6,2.9,165,3,1.3,2,40,31,1475,75,34,E,639
15792,18.2,9064.9,2.8,165,0,0,12,4,25,700,180,65,E,1518
15793,12.1,10415.6,7,264,3,1.3,4,12,41,3700,435,70,A,5041
15794,21.2,9571.4,,231,0,1.3,1,8,28,1325,0,28,E,663
15795,12.1,8376.6,,297,6.1,0,7,20,40,225,30,39,C,386
15796,6.1,9129.9,1.7,165,0,0,10,12,32,350,495,83,E,3487
15797,9.1,9740.3,1.6,231,0,2.6,6,8,27,1600,45,7,E,436
15798,12.1,10013,13,231,3,2.6,2,12,27,4425,120,62,A,3601
15799,0,9467.5,2,99,0,1.3,15,4,58,775,0,71,C,585
15800,21.2,8857.1,4,231,9.1,0,5,32,24,275,105,52,E,1222
15801,12.1,9571.4,2.1,132,3,3.9,11,16,33,950,270,40,E,2852
15802,6.1,9909.1,15.1,165,3,2.6,4,20,48,3725,315,10,E,3705
15803,12.1,9220.8,1.5,132,12.1,0,3,28,22,375,0,38,C,369
15804,12.1,9311.7,1.2,132,9.1,0,4,12,22,375,0,52,E,501
15805,0,8857.1,,33,0,1.3,6,8,45,1550,0,27,C,2014
15806,15.2,9506.5,7,297,12.1,1.3,6,24,36,1000,735,56,E,2278
15807,21.2,9558.4,9.3,231,6.1,7.8,3,12,45,1625,75,49,E,499
15808,3,9246.8,1.5,33,3,0,5,16,33,500,420,44,A,4711
15809,3,9740.3,0,33,3,0,2,20,21,125,0,77,C,708
15810,3,9662.3,,33,0,0,1,44,32,1000,0,97,C,1386
15811,9.1,9103.9,0.1,165,9.1,0,11,4,33,850,120,49,D,1500
15812,30.3,9610.4,4,363,3,14.3,4,20,36,1225,75,42,E,2260
15813,3,8636.4,0.4,33,3,0,,8,30,300,75,55,D,1500
15814,3,9467.5,0.6,33,3,0,7,4,22,675,75,39,E,358
15815,6.1,10194.8,2.8,66,0,18.2,1,20,37,3450,15,69,E,340
15816,6.1,8844.2,3.8,33,3,0,8,12,22,2625,105,62,B,3089
15817,9.1,9831.2,0.5,99,6.1,0,1,8,22,725,30,59,E,344
15818,12.1,9454.5,3.7,132,3,0,10,52,23,500,0,21,E,1273
15819,12.1,8961,1.2,132,3,0,10,60,24,575,240,66,E,2523
15820,12.1,9454.5,1.5,165,9.1,6.5,5,20,36,850,225,28,E,1668
15821,3,9558.4,,33,0,0,4,0,24,825,0,85,E,1791
15822,12.1,8727.3,1,132,3,2.6,9,8,38,725,15,42,C,525
15823,15.2,8714.3,1.1,132,12.1,1.3,12,16,34,450,0,4,C,15
15824,0,8389.6,2.5,66,0,1.3,4,8,48,1125,0,100,C,930
15825,3,9259.7,2.1,33,0,0,,0,22,2750,75,40,E,558
15826,12.1,9129.9,1.3,132,3,0,7,32,24,425,30,72,E,1279
15827,6.1,9285.7,1.4,66,0,0,4,16,34,575,90,28,E,2972
15828,6.1,8857.1,0.2,66,6.1,0,1,24,23,325,15,15,E,579
15829,21.2,9974,,363,3,5.2,2,16,33,2150,0,77,E,451
15830,15.2,9558.4,8.2,198,3,7.8,6,8,33,1975,480,17,E,2639
15831,3,8883.1,3.3,198,0,1.3,13,12,44,1250,15,76,C,685
15832,9.1,9714.3,12.1,198,0,7.8,5,28,40,1550,675,61,E,4151
15833,6.1,10441.6,4.8,99,3,0,2,8,51,1725,150,85,A,4408
15834,15.2,9181.8,0.5,165,12.1,0,4,40,23,475,30,13,E,1152
15835,9.1,9610.4,0.6,99,3,0,,12,24,2800,105,20,A,3698
15836,6.1,9246.8,0.1,66,6.1,1.3,8,12,46,1375,45,41,E,1444
15837,33.3,9545.5,12.8,429,0,9.1,1,16,37,2775,45,24,E,588
15838,18.2,8376.6,1.8,198,3,0,3,20,24,225,30,12,C,349
15839,24.2,8844.2,,330,0,7.8,6,36,54,1400,0,66,E,1622
15840,3,10026,0.1,99,0,0,7,4,27,500,75,86,E,1222
15841,12.1,10298.7,1.6,198,6.1,2.6,1,12,48,7000,60,76,B,3964
15842,3,9857.1,0.9,33,3,0,4,24,45,200,0,59,E,1773
15843,3,9818.2,,33,0,0,5,0,23,950,45,75,C,1387
15844,12.1,8779.2,1.4,132,0,0,13,20,24,700,285,16,E,3011
15845,6.1,9753.2,6,165,0,1.3,9,8,41,1500,0,21,E,1633
15846,21.2,9039,,297,3,5.2,13,16,39,600,0,15,C,676
15847,0,9649.4,,33,0,0,1,0,27,750,0,18,E,1180
15848,21.2,9155.8,2,231,3,7.8,6,28,45,1025,0,17,E,228
15849,27.3,8532.5,4,264,12.1,11.7,5,112,38,325,45,1,B,1418
15850,9.1,8623.4,1.2,99,3,1.3,7,32,26,125,0,99,C,1453
15851,9.1,9389.6,2.9,99,0,0,2,12,28,875,240,3,E,1721
15852,6.1,9597.4,2.5,66,0,0,6,4,24,900,15,34,E,933
15853,18.2,10194.8,1.9,198,0,0,6,20,33,825,330,47,E,3106
15854,6.1,8922.1,,99,0,5.2,7,60,38,1575,0,51,E,1584
15855,6.1,9000,0.1,66,6.1,0,5,32,22,225,0,76,C,277
15856,9.1,8454.5,,99,0,0,9,32,29,375,0,65,C,715
15857,9.1,9000,,66,0,1.3,13,12,37,275,0,78,E,3611
15858,9.1,9220.8,2.8,99,3,0,11,12,37,750,270,81,E,1697
15859,18.2,9337.7,5.2,231,3,0,7,4,30,1525,330,4,A,3355
15860,3,10675.3,5.3,165,3,5.2,2,4,52,2300,0,18,D,-97
15861,18.2,9246.8,4,363,6.1,6.5,1,28,36,1200,270,83,E,411
15862,6.1,9350.6,3.5,66,3,0,7,4,44,1775,60,66,E,1570
15863,18.2,8363.6,2.1,198,3,1.3,6,96,32,600,0,58,C,838
15864,0,9623.4,5.9,33,0,5.2,5,0,39,2100,210,30,B,6616
15865,3,9194.8,0,33,0,0,6,40,24,125,0,13,E,1197
15866,15.2,8506.5,1.8,165,3,0,7,20,34,225,120,56,D,816
15867,12.1,9077.9,4.2,198,6.1,1.3,10,8,54,850,165,44,C,863
15868,21.2,8896.1,1.8,165,3,3.9,1,20,32,1125,90,18,E,886
15869,3,9974,2.2,33,0,0,7,0,24,725,345,96,E,321
15870,27.3,9142.9,7.8,429,9.1,5.2,8,32,53,900,75,19,E,1397
15871,3,9168.8,0.7,33,3,5.2,4,24,38,650,0,1,C,710
15872,6.1,9155.8,6.8,66,0,6.5,17,4,42,1500,0,37,D,2458
15873,12.1,8454.5,0.6,132,3,0,13,32,34,225,135,28,C,1043
15874,12.1,10181.8,3.6,264,0,0,3,20,31,3500,120,61,E,1775
15875,0,9194.8,,33,0,0,12,20,26,750,60,68,B,8841
15876,30.3,10545.5,6,198,0,28.6,2,24,54,3150,0,91,D,-110
15877,15.2,8714.3,1.4,231,9.1,0,7,52,29,700,30,27,C,311
15878,24.2,9519.5,15.2,231,9.1,1.3,3,68,25,1300,60,51,E,747
15879,12.1,10194.8,2.7,297,3,2.6,2,12,28,900,285,5,E,1025
15880,3,10454.5,0,33,0,1.3,,4,42,850,90,30,B,2129
15881,15.2,9519.5,0.7,165,12.1,0,1,24,26,625,30,36,B,1627
15882,9.1,9857.1,1.5,165,3,0,5,24,32,1150,150,89,E,1056
15883,6.1,8363.6,1.9,66,0,1.3,5,20,39,1200,15,55,C,314
15884,12.1,8610.4,1.1,132,3,0,15,4,41,225,0,25,D,1617
15885,6.1,9740.3,16.1,231,3,2.6,4,16,33,2100,45,33,B,6322
15886,15.2,9545.5,3.6,165,3,1.3,13,16,33,825,330,16,E,2452
15887,24.2,9831.2,4.6,330,0,7.8,2,44,37,1200,285,76,E,1560
15888,6.1,8961,2,66,0,0,12,20,22,950,210,70,E,2068
15889,15.2,10675.3,4.2,330,0,2.6,3,16,38,2950,45,55,A,4355
15890,,9389.6,0,,,,,20,54,150,0,9,E,394
15891,6.1,8792.2,1.3,33,0,1.3,8,12,24,200,75,22,E,1225
15892,0,11039,0.8,330,0,2.6,2,12,49,2100,120,84,D,2062
15893,6.1,8948.1,0.3,66,3,0,4,44,25,500,105,27,E,1731
15894,12.1,10363.6,1.5,132,0,5.2,3,4,37,3500,0,42,E,518
15895,15.2,9623.4,,297,3,0,5,8,32,1400,0,19,E,1361
15896,9.1,9246.8,0.7,99,6.1,0,5,16,23,400,210,44,E,1370
15897,12.1,9402.6,10,132,0,3.9,8,40,31,2250,150,35,A,11564
15898,0,9519.5,,66,0,2.6,,0,34,2450,0,89,E,1123
15899,3,9311.7,0,33,3,1.3,3,28,49,75,0,63,E,1429
15900,3,10792.2,2.3,99,0,0,2,4,44,3725,45,95,A,8220
15901,3,8545.5,0.2,33,0,0,11,44,24,575,0,76,C,530
15902,6.1,10039,,66,6.1,11.7,7,12,34,1625,0,51,E,1110
15903,27.3,9376.6,1.2,297,0,10.4,6,12,52,1475,255,34,E,1501
15904,3,8662.3,6.4,198,3,6.5,15,28,52,3250,0,95,B,5558
15905,9.1,8896.1,,132,3,1.3,6,40,37,1350,0,78,E,1961
15906,3,9363.6,,66,3,7.8,2,20,34,625,0,3,E,1575
15907,12.1,9246.8,1.6,99,0,9.1,14,36,37,700,0,35,E,1314
15908,9.1,8987,0.3,99,6.1,0,10,12,22,275,0,57,E,1290
15909,3,9909.1,7.7,132,0,2.6,4,8,38,6475,0,72,A,3929
15910,15.2,9415.6,1.9,165,3,0,7,36,23,275,150,43,E,1443
15911,12.1,9467.5,0.9,165,3,10.4,2,12,44,925,120,23,E,673
15912,6.1,9168.8,1.7,132,6.1,2.6,7,20,49,600,0,30,C,519
15913,9.1,10415.6,8.6,165,0,6.5,5,0,43,6425,45,53,A,5532
15914,21.2,9480.5,5,330,3,2.6,9,16,41,2525,525,57,E,1119
15915,9.1,9259.7,,99,9.1,0,2,12,22,100,0,99,C,387
15916,18.2,9402.6,2,264,0,1.3,11,32,27,350,105,66,E,789
15917,27.3,8532.5,8.4,231,6.1,2.6,9,28,32,1025,315,86,B,2086
15918,6.1,9051.9,0.1,66,6.1,0,3,32,23,125,30,15,C,332
15919,18.2,8584.4,1.4,198,6.1,0,8,48,26,275,30,32,C,569
15920,3,9103.9,0.2,33,0,0,7,16,24,550,30,4,E,3084
15921,15.2,8649.4,2.8,396,6.1,1.3,9,52,32,400,30,3,C,347
15922,3,10337.7,1.1,66,0,1.3,5,12,43,375,75,12,E,3374
15923,6.1,9415.6,2.4,66,3,1.3,10,12,45,925,345,84,E,2560
15924,0,9844.2,8.7,66,0,2.6,5,12,31,1450,105,13,E,1879
15925,9.1,9233.8,5.7,33,0,1.3,12,0,31,1725,0,31,E,1261
15926,6.1,9987,0,66,3,0,3,20,23,1550,330,6,A,5336
15927,0,9753.2,12,132,0,2.6,13,12,40,2150,0,41,E,1279
15928,3,9558.4,,231,0,6.5,8,16,42,1725,0,24,E,1290
15929,21.2,9064.9,0.8,231,15.2,0,8,76,23,275,0,47,E,2888
15930,0,9155.8,0.2,0,,2.6,7,20,33,150,0,68,E,2171
15931,15.2,9181.8,1.4,165,3,0,10,24,23,525,165,82,B,3391
15932,6.1,8350.6,0.2,66,3,0,5,24,23,150,0,69,C,320
15933,9.1,9207.8,1.6,132,3,0,15,12,38,475,0,58,E,2807
15934,0,10246.8,0,66,0,1.3,0,0,39,950,75,84,C,1241
15935,36.4,9805.2,,462,9.1,2.6,2,16,29,1075,0,96,E,318
15936,6.1,8766.2,0.5,66,3,0,4,36,40,800,0,64,E,2441
15937,15.2,8883.1,1.8,132,0,0,9,12,25,750,75,2,E,1617
15938,0,9350.6,6.9,99,0,0,10,0,38,775,195,47,E,4344
15939,3,8649.4,,33,3,0,2,12,21,250,0,77,C,925
15940,0,10155.8,2.4,66,0,3.9,5,12,55,3850,0,89,E,2654
15941,9.1,9714.3,0.6,66,6.1,1.3,1,16,27,375,105,13,B,1826
15942,18.2,8961,3,297,6.1,5.2,3,56,31,700,210,21,E,766
15943,9.1,9013,2.3,99,6.1,0,7,24,27,1175,75,74,B,4132
15944,18.2,9181.8,1.6,198,15.2,0,11,24,22,575,75,11,E,307
15945,6.1,9441.6,5.3,99,3,1.3,5,4,42,8575,210,9,A,4742
15946,24.2,10051.9,,264,6.1,1.3,2,28,49,325,0,87,C,2095
15947,6.1,9376.6,11.3,66,0,6.5,2,4,36,4875,255,8,A,3961
15948,27.3,9116.9,1,297,21.2,0,4,32,23,350,0,33,E,871
15949,12.1,10103.9,,198,3,1.3,7,12,45,875,0,7,E,449
15950,9.1,9077.9,0.3,99,9.1,0,7,28,22,375,30,20,C,327
15951,9.1,9493.5,,99,6.1,0,0,0,24,1225,0,42,E,647
15952,21.2,9753.2,2,198,6.1,2.6,2,36,46,1125,30,46,E,887
15953,6.1,9103.9,0.2,66,3,0,11,16,23,125,165,29,E,1883
15954,0,9649.4,3.3,33,0,0,3,0,28,1875,120,4,E,990
15955,12.1,8870.1,1.9,132,9.1,0,13,56,23,275,195,43,E,1573
15956,6.1,9610.4,4,198,0,1.3,2,20,34,550,0,28,E,4125
15957,3,9558.4,0.6,33,0,0,3,4,24,250,165,11,E,1805
15958,3,9350.6,1.4,33,0,2.6,7,16,34,925,0,4,E,2414
15959,18.2,10246.8,4.3,363,3,1.3,2,44,51,2475,240,58,E,2257
15960,6.1,9545.5,,99,3,0,4,20,27,800,0,66,E,889
15961,0,9155.8,0.2,33,0,1.3,14,8,35,625,30,37,E,2820
15962,9.1,9168.8,0.6,99,9.1,0,2,20,22,200,45,79,E,2279
15963,18.2,9909.1,11.8,198,3,14.3,1,8,35,2150,135,24,E,3534
15964,9.1,8727.3,1.9,165,3,0,4,32,35,350,45,52,C,1176
15965,27.3,9077.9,7.7,231,6.1,1.3,5,68,25,950,435,85,E,1615
15966,6.1,8467.5,,66,3,0,8,32,28,150,0,67,C,280
15967,21.2,9571.4,,363,9.1,2.6,10,24,34,1050,0,63,E,1040
15968,6.1,8519.5,1.8,66,3,0,3,12,26,175,60,9,C,789
15969,6.1,8727.3,0.8,66,0,0,7,12,42,950,120,8,E,1941
15970,6.1,9584.4,0.1,66,6.1,0,2,44,23,550,30,20,C,392
15971,12.1,9597.4,3.3,198,3,2.6,9,16,33,1525,0,42,E,1746
15972,3,8740.3,0.2,33,0,1.3,6,8,36,750,135,66,E,3514
15973,3,9649.4,1,132,0,0,7,8,34,675,120,89,E,1798
15974,9.1,9480.5,8.1,297,3,13,,24,42,1700,0,74,E,2064
15975,9.1,9675.3,6.8,165,0,0,8,12,29,1600,465,82,E,1782
15976,3,9662.3,0,33,3,0,5,0,21,250,0,26,B,3392
15977,12.1,9142.9,,132,0,0,10,20,24,600,0,82,E,1351
15978,18.2,8402.6,3.3,198,6.1,0,6,60,28,150,0,69,C,758
15979,6.1,8662.3,0.6,33,0,0,6,12,25,350,0,30,C,532
15980,15.2,9337.7,2.9,231,6.1,9.1,3,56,38,300,225,100,E,4924
15981,6.1,9454.5,0.5,66,3,0,9,32,32,450,180,70,E,1008
15982,6.1,9363.6,1.1,66,0,0,5,8,23,425,255,24,E,1590
15983,9.1,8831.2,5,165,0,6.5,13,28,28,400,0,39,B,1981
15984,24.2,10077.9,5.2,429,12.1,1.3,1,12,27,1100,120,58,E,462
15985,12.1,8805.2,4.1,198,0,0,12,8,27,750,105,47,D,2296
15986,12.1,9428.6,0.7,99,3,0,12,8,41,575,150,47,E,1187
15987,0,9337.7,1.4,66,0,1.3,11,60,36,925,315,93,E,3923
15988,12.1,9558.4,0.9,132,6.1,1.3,2,16,30,650,45,28,E,1271
15989,3,8857.1,0.3,33,3,0,10,8,22,250,0,94,C,648
15990,18.2,9246.8,14.1,264,9.1,6.5,9,8,32,1550,570,58,E,2312
15991,9.1,9792.2,,165,6.1,9.1,2,4,42,2075,0,53,E,646
15992,9.1,9259.7,1,66,3,1.3,5,16,23,450,315,41,E,1623
15993,6.1,9116.9,0.5,66,0,0,9,8,24,525,240,6,E,1393
15994,12.1,9389.6,1.1,132,9.1,0,9,52,22,750,45,50,C,943
15995,6.1,9428.6,1.3,99,3,1.3,8,8,31,1025,90,48,E,2699
15996,0,9649.4,3.4,33,0,1.3,18,12,34,625,45,90,E,1246
15997,9.1,8831.2,1.2,99,3,0,5,20,27,525,0,49,C,428
15998,9.1,9415.6,9.5,132,3,2.6,12,8,43,1900,360,13,B,5065
15999,12.1,10207.8,0,198,0,2.6,1,20,31,1950,90,43,A,2843
16000,18.2,8402.6,1.2,198,18.2,1.3,12,48,33,250,0,81,C,303
16001,3,10090.9,1.4,132,0,0,4,4,32,500,30,95,E,3868
16002,9.1,9467.5,1,165,0,0,5,8,41,525,0,61,C,573
16003,3,9467.5,,33,3,0,4,8,22,125,0,75,E,1712
16004,3,9207.8,,33,0,0,15,20,24,725,0,34,E,935
16005,12.1,10090.9,4.1,132,0,9.1,6,20,46,3375,30,24,E,1156
16006,9.1,8961,0.4,99,9.1,0,7,60,23,550,0,87,C,375
16007,6.1,9844.2,13.2,66,0,0,7,8,24,2875,510,28,A,4728
16008,15.2,10649.4,8.2,231,3,16.9,3,12,35,4700,0,29,A,3341
16009,3,8987,3.2,165,3,0,13,8,46,2150,165,10,B,8409
16010,3,8207.8,1.2,66,0,1.3,7,16,28,525,30,31,C,780
16011,6.1,9324.7,0.1,66,3,0,14,8,24,175,90,43,E,1286
16012,6.1,9363.6,33.6,264,3,5.2,13,16,52,2450,0,3,E,1400
16013,6.1,9337.7,0.7,99,6.1,0,5,28,28,675,60,74,B,2271
16014,0,9844.2,,198,0,2.6,6,4,40,4150,0,75,E,1835
16015,27.3,8909.1,4.5,297,6.1,11.7,8,44,44,700,30,74,E,604
16016,3,9259.7,0,33,0,0,,0,22,850,0,30,E,669
16017,18.2,10701.3,16.4,528,12.1,6.5,6,0,41,4425,135,24,A,6323
16018,12.1,9142.9,16.9,165,0,5.2,8,44,34,1875,90,4,A,6335
16019,9.1,8493.5,12.5,99,0,2.6,4,12,33,2375,420,59,B,4622
16020,9.1,8831.2,0.7,99,0,0,2,52,38,150,0,75,C,1442
16021,6.1,9337.7,0.7,99,6.1,0,5,28,28,675,60,96,B,2271
16022,3,8454.5,1.4,33,0,1.3,17,16,44,600,0,48,C,1056
16023,0,8792.2,4.8,264,0,3.9,15,0,35,1400,135,19,D,864
16024,15.2,8558.4,3.7,165,0,1.3,6,12,27,1575,120,6,B,4893
16025,3,8662.3,2.4,66,3,0,7,20,25,550,150,51,E,1953
16026,6.1,9610.4,0,66,6.1,0,3,8,21,2175,15,45,C,560
16027,15.2,8818.2,0.8,198,15.2,0,8,24,33,475,165,40,C,992
16028,6.1,10207.8,0.6,99,3,0,0,24,26,1350,120,11,E,709
16029,3,9467.5,,33,3,0,5,4,21,625,0,44,E,1515
16030,6.1,9805.2,7,165,0,1.3,6,0,45,2675,30,8,B,4045
16031,6.1,9441.6,1.7,165,0,0,6,4,26,1050,0,80,E,2115
16032,15.2,9519.5,2.3,264,0,6.5,15,32,41,1600,405,22,E,1613
16033,15.2,9636.4,2.9,132,3,1.3,3,28,24,925,720,20,E,1767
16034,6.1,9233.8,0,66,6.1,0,1,16,21,1950,45,73,C,1041
16035,3,8389.6,8.6,99,0,0,12,20,37,300,45,49,C,2240
16036,3,9467.5,5.4,33,0,0,7,68,22,3750,135,13,E,2999
16037,9.1,10402.6,27,165,6.1,10.4,4,4,61,6275,165,43,A,9515
16038,6.1,8675.3,0.7,66,6.1,0,9,76,24,425,0,59,C,494
16039,12.1,9324.7,1.9,99,3,2.6,11,28,31,1150,15,41,E,953
16040,9.1,9636.4,12.5,198,0,0,6,4,44,2650,105,75,A,6536
16041,12.1,9766.2,4.8,165,12.1,0,3,24,25,1275,150,33,E,612
16042,9.1,10103.9,5.4,231,3,2.6,2,16,56,4650,120,27,A,4772
16043,6.1,9519.5,,66,0,0,6,4,24,1075,0,25,E,260
16044,3,9454.5,1,66,0,1.3,17,0,30,1650,45,44,E,3460
16045,3,9324.7,1,33,0,0,2,28,51,125,0,66,E,2411
16046,24.2,9779.2,4.2,363,3,10.4,7,40,37,1350,150,60,E,601
16047,6.1,8688.3,0.8,66,3,0,8,12,43,625,30,45,C,328
16048,12.1,9077.9,1.1,99,0,2.6,10,40,26,475,210,63,E,1740
16049,18.2,8779.2,1.4,330,6.1,3.9,11,8,38,550,45,61,C,639
16050,3,9194.8,0.5,33,0,0,8,32,22,1125,300,24,C,1697
16051,3,9039,,33,0,0,11,16,23,125,0,82,E,1463
16052,3,9337.7,,33,0,0,9,0,23,2125,0,14,E,3055
16053,3,8883.1,0.8,33,3,0,7,20,39,1500,0,80,C,471
16054,12.1,9077.9,3.1,165,12.1,0,5,40,36,1925,30,86,E,849
16055,6.1,8883.1,3.6,66,6.1,0,13,44,34,850,0,72,C,541
16056,21.2,9480.5,,132,0,7.8,6,8,34,900,0,54,E,1289
